FB,specificity,recall
0.5,0.5140088105726873,0.4821170025435335
0.625,0.5067558212712397,0.4839561729602818
0.75,0.5043360604153556,0.5101350029348465
0.875,0.539040276903713,0.4056153394639014
1.0,0.46100692259282566,0.5693015065544903
1.125,0.5051919446192574,0.5113480727841908
1.25,0.5363184392699811,0.418724320093915
1.375,0.4986438011327879,0.5219917824300528
1.5,0.5111611076148521,0.47452553316376445
