FB,specificity,recall
0.5,0.5329286702729903,0.4599607458292443
0.625,0.5249905648509247,0.45925417075564284
0.75,0.5247892816706503,0.42439646712463197
0.875,0.506849918228708,0.47648675171737
1.0,0.4795823374009309,0.5065161923454368
1.125,0.48895458548245063,0.5430029440628067
1.25,0.49432318530632785,0.5148969578017664
1.375,0.516159265316392,0.48117762512266926
1.5,0.47897848786010827,0.5692443572129539
